city,state_id,state_name,county_name,lat,lng,zips,status,date_completed
Salida,CO,Colorado,Chaffee,38.53,-105.9981,81201,,
South Boston,VA,Virginia,Halifax,36.7132,-78.9135,24592,,
Citrus Hills,FL,Florida,Citrus,28.887,-82.4312,34461 34453 34442,,
Albion,NY,New York,Orleans,43.246,-78.1902,14411,,
Wading River,NY,New York,Suffolk,40.9464,-72.823,11933 11792,,
Salem,IL,Illinois,Marion,38.6279,-88.959,62881,,
Boyes Hot Springs,CA,California,Sonoma,38.3126,-122.4888,95476 95416,,
Payette,ID,Idaho,Payette,44.0788,-116.9255,83661,,
Grove,OK,Oklahoma,Delaware,36.593,-94.7879,74344 74345,,
Gettysburg,PA,Pennsylvania,Adams,39.8304,-77.2339,17325,,
Highlands,TX,Texas,Harris,29.813,-95.0577,77562,,
Welcome,SC,South Carolina,Greenville,34.8204,-82.46,29611,,
Kasson,MN,Minnesota,Dodge,44.0333,-92.7482,55944,,
Granite Falls,WA,Washington,Snohomish,48.0874,-121.9706,98252,,
Creston,IA,Iowa,Union,41.0597,-94.365,50801,,
Clear Lake,IA,Iowa,Cerro Gordo,43.1346,-93.374,50428,,
Steele Creek,AK,Alaska,Fairbanks North Star,64.9295,-147.3955,99712 99710,,
Fort Scott,KS,Kansas,Bourbon,37.8283,-94.7038,66701,,
Fanwood,NJ,New Jersey,Union,40.6417,-74.3857,7023,,
Pukalani,HI,Hawaii,Maui,20.8329,-156.3415,96768 96788,,
Hornsby Bend,TX,Texas,Travis,30.245,-97.5833,78725 78724,,
Carbondale,CO,Colorado,Garfield,39.3949,-107.2147,81623,,
Robinwood,MD,Maryland,Washington,39.6266,-77.663,21742,,
Perry,IA,Iowa,Dallas,41.8387,-94.0937,50220,,
Sebastopol,CA,California,Sonoma,38.4001,-122.8276,95472 95473,,
Webster City,IA,Iowa,Hamilton,42.4623,-93.8167,50595,,
Hastings,MI,Michigan,Barry,42.6498,-85.2887,49058,,
Plain City,UT,Utah,Weber,41.307,-112.0877,84404,,
Indiantown,FL,Florida,Martin,27.0375,-80.4913,34956,,
Fort Dix,NJ,New Jersey,Burlington,40.006,-74.6089,8640,,
Collinsville,VA,Virginia,Henry,36.7215,-79.9121,24078 24112,,
Holtville,CA,California,Imperial,32.813,-115.378,92250,,
Wellington,KS,Kansas,Sumner,37.2622,-97.4282,67152,,
Piñon Hills,CA,California,San Bernardino,34.4438,-117.6214,92371 92372,,
Auburn,GA,Georgia,Barrow,34.0157,-83.8319,30011,,
Thurmont,MD,Maryland,Frederick,39.621,-77.4076,21788,,
Old Jefferson,LA,Louisiana,East Baton Rouge,30.3776,-91.006,70817,,
North Patchogue,NY,New York,Suffolk,40.7833,-73.0234,11772,,
Brighton,MI,Michigan,Livingston,42.5298,-83.7847,48116,,
Oakdale,LA,Louisiana,Allen,30.8157,-92.6542,71463,,
San Antonio,PR,Puerto Rico,Dorado,18.4468,-66.3002,646,,
Lamar,CO,Colorado,Prowers,38.0739,-102.6153,81052,,
Butler,NJ,New Jersey,Morris,40.9989,-74.3471,7405,,
Chehalis,WA,Washington,Lewis,46.6638,-122.965,98532,,
Etowah,NC,North Carolina,Henderson,35.3061,-82.5902,28729 28739,,
East Franklin,NJ,New Jersey,Somerset,40.4933,-74.4711,8873,,
Waller,WA,Washington,Pierce,47.2035,-122.3699,98404 98371 98443,,
Windsor,WI,Wisconsin,Dane,43.2406,-89.2952,53598 53590 53571 53532 53596,,
Scotia,NY,New York,Schenectady,42.8321,-73.9607,12302,,
Marshfield,MO,Missouri,Webster,37.3414,-92.9116,65706,,
Devils Lake,ND,North Dakota,Ramsey,48.1131,-98.875,58301,,
River Oaks,TX,Texas,Tarrant,32.7767,-97.3984,76114,,
Waupaca,WI,Wisconsin,Waupaca,44.3506,-89.0719,54981,,
Wapato,WA,Washington,Yakima,46.4435,-120.4215,98951,,
South Beloit,IL,Illinois,Winnebago,42.4822,-89.0248,61080,,
Baldwin Harbor,NY,New York,Nassau,40.6296,-73.6025,11510,,
Kula,HI,Hawaii,Maui,20.7706,-156.3284,96790 96784,,
Broadview,IL,Illinois,Cook,41.8584,-87.8562,60155,,
Cushing,OK,Oklahoma,Payne,35.9798,-96.7602,74023,,
Pike Creek,DE,Delaware,New Castle,39.7485,-75.6953,19808 19707 19711,,
Milan,TN,Tennessee,Gibson,35.9126,-88.7554,38358,,
Senatobia,MS,Mississippi,Tate,34.6081,-89.9762,38668,,
Juncos,PR,Puerto Rico,Juncos,18.2264,-65.9163,777,,
Sioux Center,IA,Iowa,Sioux,43.0748,-96.1707,51250,,
Calumet Park,IL,Illinois,Cook,41.665,-87.6578,60827,,
Escalon,CA,California,San Joaquin,37.7912,-120.9982,95320,,
Luquillo,PR,Puerto Rico,Luquillo,18.3735,-65.7218,773,,
Lake Shore,WA,Washington,Clark,45.6911,-122.6911,98665 98685,,
Pulaski,TN,Tennessee,Giles,35.1933,-87.035,38478,,
Emerson,NJ,New Jersey,Bergen,40.9748,-74.0239,7630,,
Bernardsville,NJ,New Jersey,Somerset,40.7268,-74.5918,7924,,
Caribou,ME,Maine,Aroostook,46.8662,-67.9919,4736,,
Tuttle,OK,Oklahoma,Grady,35.3069,-97.7562,73089,,
LaFayette,GA,Georgia,Walker,34.7088,-85.2815,30728,,
Palmyra,PA,Pennsylvania,Lebanon,40.31,-76.5945,17078,,
Joshua Tree,CA,California,San Bernardino,34.1236,-116.3128,92252,,
Leola,PA,Pennsylvania,Lancaster,40.0915,-76.1891,17540,,
Dayton,NJ,New Jersey,Middlesex,40.3815,-74.5137,8810,,
Inwood,FL,Florida,Polk,28.0391,-81.7677,33881 33880,,
Glen Ridge,NJ,New Jersey,Essex,40.8041,-74.2043,7028,,
Plumas Lake,CA,California,Yuba,38.9924,-121.558,95961,,
Hales Corners,WI,Wisconsin,Milwaukee,42.941,-88.0491,53130,,
Hughson,CA,California,Stanislaus,37.602,-120.866,95326,,
Scappoose,OR,Oregon,Columbia,45.7564,-122.8771,97056,,
McCook,NE,Nebraska,Red Willow,40.2046,-100.6214,69001,,
Lago Vista,TX,Texas,Travis,30.4519,-97.9908,78645,,
Columbia Falls,MT,Montana,Flathead,48.3708,-114.1903,59912,,
Dry Run,OH,Ohio,Hamilton,39.1049,-84.3312,45244,,
Jackson,CA,California,Amador,38.3485,-120.7728,95642,,
Marshall,MI,Michigan,Calhoun,42.2617,-84.9597,49068,,
Montrose,VA,Virginia,Henrico,37.52,-77.3772,23223 23231,,
Albertville,MN,Minnesota,Wright,45.2364,-93.6618,55301,,
Porters Neck,NC,North Carolina,New Hanover,34.2942,-77.7695,28411,,
Gold River,CA,California,Sacramento,38.6268,-121.2488,95670,,
Berlin,NJ,New Jersey,Camden,39.7915,-74.9375,8009,,
Delafield,WI,Wisconsin,Waukesha,43.072,-88.3913,53018 53058 53029,,
Mount Horeb,WI,Wisconsin,Dane,43.006,-89.7317,53572,,
Big Stone Gap,VA,Virginia,Wise,36.8626,-82.7769,24219,,
Gonzales,TX,Texas,Gonzales,29.5126,-97.4472,78629,,
Pikeville,KY,Kentucky,Pike,37.4807,-82.5262,41501 41502,,
Haddon Heights,NJ,New Jersey,Camden,39.8791,-75.0645,8035,,
Page,AZ,Arizona,Coconino,36.9426,-111.5071,86040 86036,,
Fairfax,CA,California,Marin,37.9886,-122.5952,94930,,
Yreka,CA,California,Siskiyou,41.7292,-122.6312,96097,,
Benton,IL,Illinois,Franklin,38.011,-88.9179,62812,,
Norwich,NY,New York,Chenango,42.5333,-75.5227,13815,,
Marengo,IL,Illinois,McHenry,42.2312,-88.6153,60152,,
Fairlawn,OH,Ohio,Summit,41.127,-81.6215,44333,,
Robinson,IL,Illinois,Crawford,39.0089,-87.7333,62454,,
Gurabo,PR,Puerto Rico,Gurabo,18.2529,-65.9786,778,,
Tyrone,GA,Georgia,Fayette,33.4753,-84.5941,30290,,
North Star,DE,Delaware,New Castle,39.755,-75.7331,19711,,
Purcell,OK,Oklahoma,McClain,35.018,-97.3747,73095 73080,,
Lowell,MI,Michigan,Kent,42.9351,-85.3457,49331,,
Hatboro,PA,Pennsylvania,Montgomery,40.1775,-75.1054,19040,,
Landen,OH,Ohio,Warren,39.3153,-84.277,45040 45039,,
Dos Palos,CA,California,Merced,36.9854,-120.6336,93620,,
Oceano,CA,California,San Luis Obispo,35.1019,-120.609,93445 93475,,
Sappington,MO,Missouri,St. Louis,38.526,-90.373,63128 63126,,
McCordsville,IN,Indiana,Hancock,39.8967,-85.9209,46055,,
Silvis,IL,Illinois,Rock Island,41.4976,-90.4101,61244 61239 61282,,
Newport,AR,Arkansas,Jackson,35.6234,-91.2322,72112 72075,,
Southwood Acres,CT,Connecticut,Hartford,41.961,-72.5719,6082,,
Mount Shasta,CA,California,Siskiyou,41.3206,-122.315,96067,,
Ojai,CA,California,Ventura,34.4487,-119.2469,93023 93024,,
Monticello,NY,New York,Sullivan,41.6522,-74.6876,12701,,
Villa Hills,KY,Kentucky,Kenton,39.0656,-84.595,41017,,
St. Gabriel,LA,Louisiana,Iberville,30.2537,-91.1013,70721 70776 70780,,
Lander,WY,Wyoming,Fremont,42.8313,-108.7599,82520,,
Palmer,AK,Alaska,Matanuska-Susitna,61.5971,-149.1147,99645,,
Dock Junction,GA,Georgia,Glynn,31.2031,-81.5156,31523 31520,,
Keystone Heights,FL,Florida,Clay,29.7812,-82.034,32656,,
Waikele,HI,Hawaii,Honolulu,21.4025,-158.0058,96797,,
White Oak,PA,Pennsylvania,Allegheny,40.3415,-79.8007,15131,,
Hillcrest,NY,New York,Rockland,41.1298,-74.035,10977,,
Rockton,IL,Illinois,Winnebago,42.45,-89.0629,61072,,
Park City,IL,Illinois,Lake,42.3522,-87.8915,60085,,
Ashland,PA,Pennsylvania,Schuylkill,40.7811,-76.3451,17921,,
Florence,CO,Colorado,Fremont,38.3836,-105.1114,81226 81290,,
Old Town,ME,Maine,Penobscot,44.9491,-68.7249,04468 04489,,
Edgerton,WI,Wisconsin,Rock,42.8385,-89.0699,53534,,
New London,WI,Wisconsin,Waupaca,44.395,-88.7394,54961,,
North Bend,WA,Washington,King,47.49,-121.7742,98045,,
Hiawatha,IA,Iowa,Linn,42.0547,-91.6911,52411 52233,,
Hubbard,OH,Ohio,Trumbull,41.1595,-80.5672,44425,,
River Rouge,MI,Michigan,Wayne,42.2731,-83.1246,48218 48222,,
Sandwich,IL,Illinois,DeKalb,41.6496,-88.6177,60548,,
Belen,NM,New Mexico,Valencia,34.7115,-106.7985,87002 87031,,
Marion,VA,Virginia,Smyth,36.8389,-81.5135,24354,,
Inverness,FL,Florida,Citrus,28.8397,-82.3437,34450 34453 34452 34451,,
Cotati,CA,California,Sonoma,38.3279,-122.7092,94931 94926,,
Wauseon,OH,Ohio,Fulton,41.5532,-84.141,43567,,
Mills River,NC,North Carolina,Henderson,35.3853,-82.5854,28759 28710,,
Saranac Lake,NY,New York,Franklin,44.3245,-74.1314,12983,,
Sanibel,FL,Florida,Lee,26.4534,-82.1023,33957,,
Farmington,AR,Arkansas,Washington,36.037,-94.2537,72730,,
Soldotna,AK,Alaska,Kenai Peninsula,60.4862,-151.0672,99669,,
Port Jefferson Station,NY,New York,Suffolk,40.926,-73.0651,11733 11776,,
Greenville,AL,Alabama,Butler,31.8437,-86.6379,36037,,
West Concord,MA,Massachusetts,Middlesex,42.4518,-71.4035,1742,,
New Bremen,OH,Ohio,Auglaize,40.4356,-84.3777,45869,,
Mentor-on-the-Lake,OH,Ohio,Lake,41.7135,-81.365,44060,,
Ancient Oaks,PA,Pennsylvania,Lehigh,40.536,-75.5852,18062,,
Farr West,UT,Utah,Weber,41.3015,-112.0318,84404,,
South Apopka,FL,Florida,Orange,28.6569,-81.5057,32703 32793,,
Pembroke,NC,North Carolina,Robeson,34.6766,-79.1934,28372,,
Canóvanas,PR,Puerto Rico,Canóvanas,18.3782,-65.9056,729,,
Providence Village,TX,Texas,Denton,33.2363,-96.9611,76227,,
Inverness,IL,Illinois,Cook,42.1152,-88.1019,60010 60067 60006,,
Gypsum,CO,Colorado,Eagle,39.6285,-106.9334,81637,,
Clarkston,WA,Washington,Asotin,46.4161,-117.0505,99403,,
Tolleson,AZ,Arizona,Maricopa,33.4484,-112.2561,85353,,
Montpelier,VT,Vermont,Washington,44.2658,-72.5717,05602 05603 05604 05620 05633,,
New Roads,LA,Louisiana,Pointe Coupee,30.6959,-91.4537,70760,,
Ponchatoula,LA,Louisiana,Tangipahoa,30.4402,-90.4428,70454,,
Camp Pendleton North,CA,California,San Diego,33.3148,-117.3162,92055 92058,,
Smithville,NJ,New Jersey,Atlantic,39.4934,-74.4782,8205,,
Eden Isle,LA,Louisiana,St. Tammany,30.2268,-89.8043,70458,,
Pomona,NJ,New Jersey,Atlantic,39.4687,-74.5501,08215 08205,,
Charles City,IA,Iowa,Floyd,43.0644,-92.6745,50616,,
Stanwood,WA,Washington,Snohomish,48.2449,-122.3425,98292,,
St. Rose,LA,Louisiana,St. Charles,29.9649,-90.3088,70087,,
St. Joseph,MN,Minnesota,Stearns,45.5611,-94.3081,56374 56301,,
Hudsonville,MI,Michigan,Ottawa,42.8631,-85.8628,49426,,
Spring Hill,KS,Kansas,Johnson,38.7565,-94.82,66083,,
Philadelphia,MS,Mississippi,Neshoba,32.7761,-89.1221,39350,,
Bellbrook,OH,Ohio,Greene,39.6384,-84.0863,45305,,
Mexia,TX,Texas,Limestone,31.6809,-96.4833,76667,,
Kenwood,OH,Ohio,Hamilton,39.2067,-84.3746,45242 45243 45236,,
Middleborough Center,MA,Massachusetts,Plymouth,41.8945,-70.926,02346 02344,,
Mantua,VA,Virginia,Fairfax,38.8526,-77.2571,22031 22034 22036 22116,,
Makawao,HI,Hawaii,Maui,20.848,-156.319,96768,,
Gibsonville,NC,North Carolina,Guilford,36.0991,-79.5417,27377 27249,,
Dade City,FL,Florida,Pasco,28.3568,-82.1942,33525 33523,,
Red Chute,LA,Louisiana,Bossier,32.5732,-93.606,71037,,
Village St. George,LA,Louisiana,East Baton Rouge,30.3598,-91.0672,70810,,
Winooski,VT,Vermont,Chittenden,44.4951,-73.1843,5404,,
Sky Lake,FL,Florida,Orange,28.4611,-81.3912,32809 32859,,
Valley Center,KS,Kansas,Sedgwick,37.8333,-97.3645,67147,,
Umatilla,OR,Oregon,Umatilla,45.912,-119.3145,97882,,
Oak Grove,KY,Kentucky,Christian,36.6686,-87.4216,42262,,
Strasburg,VA,Virginia,Shenandoah,38.9961,-78.3548,22657,,
Geneva,OH,Ohio,Ashtabula,41.8006,-80.9461,44041,,
Whiteville,NC,North Carolina,Columbus,34.3306,-78.7013,28472,,
University of California-Davis,CA,California,Yolo,38.5374,-121.7576,95616,,
Sabana Seca,PR,Puerto Rico,Toa Baja,18.4273,-66.1809,952,,
Ephraim,UT,Utah,Sanpete,39.3564,-111.5847,84627,,
Lochbuie,CO,Colorado,Weld,40.0119,-104.7271,80603,,
North Springfield,VA,Virginia,Fairfax,38.8024,-77.2028,22151,,
Longboat Key,FL,Florida,Manatee,27.3926,-82.6341,34228,,
Dahlonega,GA,Georgia,Lumpkin,34.5309,-83.9804,30533 30597,,
Nebraska City,NE,Nebraska,Otoe,40.6762,-95.8613,68410,,
Hardeeville,SC,South Carolina,Jasper,32.2951,-81.0318,29927 29936,,
Connellsville,PA,Pennsylvania,Fayette,40.0158,-79.5899,15425,,
Torrington,WY,Wyoming,Goshen,42.0658,-104.1623,82240,,
New Cumberland,PA,Pennsylvania,Cumberland,40.2298,-76.8763,17070,,
Pinehurst,MA,Massachusetts,Middlesex,42.5334,-71.234,01821 01866,,
Huron,CA,California,Fresno,36.2041,-120.0961,93234,,
Alta Sierra,CA,California,Nevada,39.1237,-121.0523,95949,,
Northridge,OH,Ohio,Clark,39.9971,-83.777,45503 45502,,
Moab,UT,Utah,Grand,38.5701,-109.5477,84532,,
Wildwood,FL,Florida,Sumter,28.8014,-82.0058,33514 34484 34785,,
Baywood,NY,New York,Suffolk,40.7533,-73.29,11706,,
Northport,NY,New York,Suffolk,40.9036,-73.3446,11768,,
Ralston,NE,Nebraska,Douglas,41.2005,-96.0354,68127,,
Madison,SD,South Dakota,Lake,44.0062,-97.1084,57042,,
Tanglewilde,WA,Washington,Thurston,47.0512,-122.781,98503 98516,,
Ormond-by-the-Sea,FL,Florida,Volusia,29.3436,-81.0677,32176,,
Delphos,OH,Ohio,Allen,40.8481,-84.3368,45833,,
Stevensville,MD,Maryland,Queen Anne's,38.9745,-76.3184,21666,,
Lihue,HI,Hawaii,Kauai,21.9728,-159.3541,96766,,
Murillo,TX,Texas,Hidalgo,26.2642,-98.1233,78542,,
St. Louis,MI,Michigan,Gratiot,43.4082,-84.6118,48880,,
Hobart,WA,Washington,King,47.412,-121.996,98038 98025,,
Pleasantville,NY,New York,Westchester,41.1378,-73.7827,10570,,
Neptune Beach,FL,Florida,Duval,30.3165,-81.4118,32266,,
Crystal City,TX,Texas,Zavala,28.6909,-99.8257,78839,,
Williston Park,NY,New York,Nassau,40.7587,-73.6465,11596,,
Union Grove,WI,Wisconsin,Racine,42.6863,-88.0495,53182,,
Richland,MS,Mississippi,Rankin,32.2309,-90.1592,39073 39218,,
Bedford,VA,Virginia,Bedford,37.336,-79.5179,24523,,
Belle Isle,FL,Florida,Orange,28.4724,-81.3491,32809 32812,,
Woodstock,VA,Virginia,Shenandoah,38.875,-78.516,22664,,
Franklin,NC,North Carolina,Macon,35.1798,-83.3808,28734 28744,,
Collinsville,OK,Oklahoma,Tulsa,36.3718,-95.8611,74021,,
Willow Oak,FL,Florida,Polk,27.9216,-82.0244,33860 33811,,
Emmitsburg,MD,Maryland,Frederick,39.7051,-77.3216,21727,,
Willows,CA,California,Glenn,39.5149,-122.1995,95988,,
Parkville,PA,Pennsylvania,York,39.7859,-76.9686,17331,,
Roosevelt,UT,Utah,Duchesne,40.2924,-110.0093,84066,,
East Hills,NY,New York,Nassau,40.7958,-73.6292,11577 11576,,
Acton,CA,California,Los Angeles,34.4956,-118.1857,93510,,
La Feria,TX,Texas,Cameron,26.1544,-97.8255,78559,,
Washington,IA,Iowa,Washington,41.2982,-91.6928,52353,,
Tappan,NY,New York,Rockland,41.0269,-73.952,10964 10962 10983,,
Cochituate,MA,Massachusetts,Middlesex,42.329,-71.3576,1778,,
Whitinsville,MA,Massachusetts,Worcester,42.1146,-71.6688,1588,,
Batesville,MS,Mississippi,Panola,34.3147,-89.9249,38606,,
Lake Lorraine,FL,Florida,Okaloosa,30.4407,-86.5657,32579,,
Seward,NE,Nebraska,Seward,40.9099,-97.0957,68434,,
Midland Park,NJ,New Jersey,Bergen,40.9952,-74.1411,7432,,
Moapa Valley,NV,Nevada,Clark,36.6078,-114.4566,89040 89021,,
Middletown,PA,Pennsylvania,Northampton,40.6441,-75.3244,18020,,
Corbin,KY,Kentucky,Whitley,36.9321,-84.1004,40701 40702,,
Dunellen,NJ,New Jersey,Middlesex,40.5903,-74.4656,8812,,
Jackson,WI,Wisconsin,Washington,43.3237,-88.166,53037,,
Riverdale Park,MD,Maryland,Prince George's,38.9642,-76.9266,20737 20738,,
Knoxville,IA,Iowa,Marion,41.3188,-93.1024,50138,,
Unionville,NC,North Carolina,Union,35.0716,-80.5173,28110,,
Gunnison,CO,Colorado,Gunnison,38.5455,-106.9225,81231 81230,,
Morrow,GA,Georgia,Clayton,33.5816,-84.3392,30260,,
Sandston,VA,Virginia,Henrico,37.512,-77.3149,23150 23250 23231,,
Belle Plaine,MN,Minnesota,Scott,44.6188,-93.7643,56011,,
Nuevo,CA,California,Riverside,33.8011,-117.1415,92567,,
Enoch,UT,Utah,Iron,37.767,-113.0449,84721,,
Pacific,WA,Washington,King,47.261,-122.2507,98001 98047,,
Utuado,PR,Puerto Rico,Utuado,18.2697,-66.7049,641,,
Canfield,OH,Ohio,Mahoning,41.0315,-80.7672,44406,,
Independence,OH,Ohio,Cuyahoga,41.378,-81.6385,44131,,
Elsa,TX,Texas,Hidalgo,26.2978,-97.9936,78543,,
Centerville,SC,South Carolina,Anderson,34.5256,-82.7161,29625 29623,,
Commerce,GA,Georgia,Jackson,34.2133,-83.473,30529 30599,,
Austell,GA,Georgia,Cobb,33.82,-84.645,30127 30106 30168,,
Glenolden,PA,Pennsylvania,Delaware,39.8996,-75.292,19036,,
Parkville,MO,Missouri,Platte,39.2004,-94.7222,64152 64190,,
Hillsborough,NC,North Carolina,Orange,36.0681,-79.0994,27278,,
Crozet,VA,Virginia,Albemarle,38.0645,-78.6962,22932,,
Pollock Pines,CA,California,El Dorado,38.7564,-120.5904,95726 95709,,
Nyack,NY,New York,Rockland,41.0919,-73.9143,10960,,
Tyrone,PA,Pennsylvania,Blair,40.6764,-78.246,16686,,
Larose,LA,Louisiana,Lafourche,29.5669,-90.3751,70373,,
Lawrenceville,IL,Illinois,Lawrence,38.7264,-87.6873,62439,,
Brook Highland,AL,Alabama,Shelby,33.4359,-86.6849,35242,,
Cottage Grove,WI,Wisconsin,Dane,43.091,-89.2034,53527,,
De Soto,MO,Missouri,Jefferson,38.141,-90.5609,63020,,
Palmyra,NJ,New Jersey,Burlington,40.0025,-75.036,8065,,
Nappanee,IN,Indiana,Elkhart,41.4452,-85.9941,46550,,
Atherton,CA,California,San Mateo,37.4539,-122.2032,94027,,
Nibley,UT,Utah,Cache,41.6725,-111.8454,84321,,
Kingsland,TX,Texas,Llano,30.6651,-98.4545,78639,,
Walled Lake,MI,Michigan,Oakland,42.538,-83.4786,48390,,
San Lorenzo,PR,Puerto Rico,San Lorenzo,18.1894,-65.9674,754,,
Winsted,CT,Connecticut,Litchfield,41.9268,-73.0675,6098,,
Bonne Terre,MO,Missouri,St. Francois,37.9209,-90.5426,63628,,
Live Oak,FL,Florida,Suwannee,30.2956,-82.9847,32064,,
Rockville,CT,Connecticut,Tolland,41.8667,-72.4528,6066,,
Calipatria,CA,California,Imperial,33.1493,-115.5056,92233,,
Mead,WA,Washington,Spokane,47.7795,-117.35,99021,,
Parkwood,WA,Washington,Kitsap,47.5266,-122.5986,98366,,
Russellville,KY,Kentucky,Logan,36.8393,-86.895,42276,,
Pinson,AL,Alabama,Jefferson,33.7057,-86.6674,35215 35126 35123,,
Selma,NC,North Carolina,Johnston,35.5436,-78.2954,27576 27577,,
Marble Falls,TX,Texas,Burnet,30.5649,-98.2768,78657 78654,,
Decatur,TX,Texas,Wise,33.2262,-97.5876,76234,,
Fort Myers Beach,FL,Florida,Lee,26.4324,-81.9168,33931 33932,,
Dunbar,WV,West Virginia,Kanawha,38.3688,-81.7345,25064,,
Byron Center,MI,Michigan,Kent,42.8121,-85.7279,49315,,
Homestead Meadows South,TX,Texas,El Paso,31.811,-106.1643,79938,,
Portage Lakes,OH,Ohio,Summit,41.0034,-81.5347,44319,,
Meridianville,AL,Alabama,Madison,34.8729,-86.5722,35773 35750 35759,,
Homeland,CA,California,Riverside,33.7459,-117.1132,92548,,
Osceola,AR,Arkansas,Mississippi,35.6942,-89.9934,72370,,
Syracuse,IN,Indiana,Kosciusko,41.4226,-85.7492,46567,,
Souderton,PA,Pennsylvania,Montgomery,40.311,-75.3224,18964,,
Flatwoods,KY,Kentucky,Greenup,38.521,-82.7195,41139,,
Fair Plain,MI,Michigan,Berrien,42.0823,-86.4515,49022,,
Gateway,AK,Alaska,Matanuska-Susitna,61.5737,-149.2389,99645 99654,,
Mount Ivy,NY,New York,Rockland,41.1926,-74.0297,10923 10970,,
Milton-Freewater,OR,Oregon,Umatilla,45.9348,-118.3913,97862,,
River Park,FL,Florida,St. Lucie,27.3214,-80.3307,34983 34952,,
Yabucoa,PR,Puerto Rico,Yabucoa,18.0469,-65.8792,767,,
Sausalito,CA,California,Marin,37.858,-122.4932,94965 94966,,
South Lockport,NY,New York,Niagara,43.1377,-78.6864,14094,,
Ridley Park,PA,Pennsylvania,Delaware,39.8785,-75.3251,19078,,
Highland Heights,KY,Kentucky,Campbell,39.0355,-84.4567,41076 41099,,
Woodlake,VA,Virginia,Chesterfield,37.4216,-77.6783,23112,,
Barnesville,GA,Georgia,Lamar,33.0509,-84.1527,30204,,
Berrien Springs,MI,Michigan,Berrien,41.9474,-86.3403,49103,,
St. Helena,CA,California,Napa,38.5063,-122.4682,94574,,
Hudson Falls,NY,New York,Washington,43.3042,-73.5818,12839,,
Noble,OK,Oklahoma,Cleveland,35.1385,-97.371,73068,,
Gulf Park Estates,MS,Mississippi,Jackson,30.3801,-88.7581,39564,,
Oak Ridge,NC,North Carolina,Guilford,36.174,-79.9916,27284 27310,,
Rochester,IN,Indiana,Fulton,41.059,-86.196,46975,,
San Isidro,PR,Puerto Rico,Canóvanas,18.3919,-65.8853,729,,
Orange City,IA,Iowa,Sioux,43.0023,-96.0566,51041,,
Seminole,OK,Oklahoma,Seminole,35.2346,-96.65,74868 74884 74818,,
Groesbeck,OH,Ohio,Hamilton,39.2292,-84.5964,45247 45251 45239,,
Springs,NY,New York,Suffolk,41.0212,-72.1584,11937,,
Marksville,LA,Louisiana,Avoyelles,31.1247,-92.0652,71351 71350,,
Truth or Consequences,NM,New Mexico,Sierra,33.1864,-107.2589,87901 87935,,
Laurium,MI,Michigan,Houghton,47.2351,-88.4382,49913,,
Archbald,PA,Pennsylvania,Lackawanna,41.5077,-75.5453,18403,,
Willis,TX,Texas,Montgomery,30.4314,-95.4832,77378 77318,,
Great Neck Plaza,NY,New York,Nassau,40.7869,-73.7261,11021,,
Rancho Calaveras,CA,California,Calaveras,38.1248,-120.857,95252,,
Orland Hills,IL,Illinois,Cook,41.5905,-87.8413,60487,,
Kentfield,CA,California,Marin,37.9481,-122.5496,94904 94914 94974,,
Kiel,WI,Wisconsin,Manitowoc,43.9167,-88.0266,53042,,
Mount Carmel,IL,Illinois,Wabash,38.4187,-87.7694,62863,,
Crete,NE,Nebraska,Saline,40.6254,-96.9575,68333,,
Meraux,LA,Louisiana,St. Bernard,29.9284,-89.9179,70075 70092,,
Garden Home-Whitford,OR,Oregon,Washington,45.4642,-122.7589,97223,,
St. Augustine Beach,FL,Florida,St. Johns,29.8414,-81.2713,32080,,
Zuni Pueblo,NM,New Mexico,McKinley,35.0708,-108.8484,87327,,
Mendota,IL,Illinois,LaSalle,41.5553,-89.1042,61342,,
Cos Cob,CT,Connecticut,Fairfield,41.0513,-73.5931,6807,,
Adel,GA,Georgia,Cook,31.1272,-83.4232,31620,,
Heathrow,FL,Florida,Seminole,28.7753,-81.3721,32746,,
Calverton,NY,New York,Suffolk,40.9163,-72.7645,11933 11949,,
Galliano,LA,Louisiana,Lafourche,29.447,-90.3096,70354 70345,,
Eagle,CO,Colorado,Eagle,39.6368,-106.8123,81631,,
Hillsboro,IL,Illinois,Montgomery,39.1668,-89.4735,62049,,
Oakdale,NY,New York,Suffolk,40.7373,-73.1345,11769,,
Barberton,WA,Washington,Clark,45.7136,-122.6115,98662 98686 98666 98668,,
Keyport,NJ,New Jersey,Monmouth,40.4327,-74.2011,7735,,
Beacon Square,FL,Florida,Pasco,28.2118,-82.7504,34691 34652,,
Brier,WA,Washington,Snohomish,47.7924,-122.2734,98036,,
Trumann,AR,Arkansas,Poinsett,35.6771,-90.5261,72472,,
Milltown,NJ,New Jersey,Middlesex,40.4504,-74.4351,8850,,
Hamilton,MT,Montana,Ravalli,46.2527,-114.1598,59840,,
Leitchfield,KY,Kentucky,Grayson,37.4862,-86.2857,42754 42755,,
Creswell,OR,Oregon,Lane,43.9212,-123.016,97426,,
Bondurant,IA,Iowa,Polk,41.6986,-93.4551,50035,,
Stratford,NJ,New Jersey,Camden,39.829,-75.0156,8084,,
Prairie View,TX,Texas,Waller,30.085,-95.9897,77446 77445,,
Catoosa,OK,Oklahoma,Rogers,36.1832,-95.7662,74015 74116,,
